类别,专业,民族,性别,成绩1,成绩2,成绩3,成绩4,成绩5,成绩6,成绩7,成绩8,成绩9,成绩10,成绩11,成绩12,成绩13,成绩14,成绩15,成绩16,成绩17,成绩18,成绩19,成绩20,图书馆天数,奖项数,户口性质,户籍,外语,月均刷卡天数,月均消费金额,恩格尔系数,餐饮月均总额,月均早餐次数,平均每笔早餐金额,早餐金额方差,月均午餐次数,平均每笔午餐金额,午餐金额方差,月均晚餐次数,平均每笔晚餐金额,晚餐金额方差,月均宵夜次数,平均每笔宵夜金额,宵夜金额方差,月均超市次数,超市月均金额,月均水果次数,水果月均金额,月均其他次数,其他月均金额,月均洗澡次数,pos机类型数,GDP,专业-1,专业-2,专业-3,助学岗位,贫困生
0,82,3,0,-0.044595566,0.258672029,-0.568885863,0.50756532,-0.683230042,0.067385763,1.093669772,0.309312075,-0.582021177,0.656780601,-0.028833179,0.472863585,0.013542172,-0.087672815,0.004751894,0.240947738,0.86729759,-0.157507464,0.159956053,-0.080498993,12,0,城镇应届,湖北,79.66666667,18.33333333,378.9883333,0.929122708,352.1266667,5.416666667,3.007692308,4.626346154,35.66666667,4.780023364,11.42161335,34.83333333,4.746818182,20.29900928,0,0,0,5,4.968333333,0,0,0,0,4.083333333,70,2.1787,0.084745763,0.576271186,0.13559322,0,0
2,33,3,0,-0.055856094,-0.007534496,-0.556559801,0.43463552,-0.392052412,-0.085612059,1.019566894,0.359861106,-0.680830359,0.677311242,-0.25127247,0.547602296,-0.089120977,-0.102982357,0.096550837,0.293701261,1.070841432,-0.032246672,0.079607114,0.116070934,16,1,城镇应届,山东,78,17.75,278.6325,0.862632679,240.3575,13,1.840641026,2.401896361,29.08333333,4.253151862,8.081309577,21.58333333,4.296525097,8.938473925,0,0,0,7.416666667,4.77752809,0,0,0,0,13.41666667,71,2.4685,0.066666667,0.866666667,0.066666667,0,0
2,30,3,0,0.180776939,0.412085652,-0.287763447,-0.058834754,-0.238802046,-0.182682991,1.151487947,-0.109370753,-0.515947819,0.623700798,-0.178576678,0.796363235,-0.242016226,-0.248641536,0.122210421,0.365363717,0.46061334,-0.229755953,-0.050203364,-0.148782432,21,6,农村应届,云南,75,6.583333333,87.62,0.902857034,79.10833333,1.333333333,3.225,6.376666667,8,5.014166667,5.482003509,6,5.7825,5.743852817,0,0,0,2.083333333,4.048,0,0,0,0,0.166666667,44,1.672,0.18,0.553333333,0.133333333,0,2131203016
1,33,3,0,-0.049467016,0.074131966,-0.635749757,0.473020524,-0.391753912,-0.194049031,1.001053691,0.32019797,-0.661667645,0.682949007,-0.059359673,0.623824894,-0.037962046,-0.129138559,0.121659972,0.261608332,1.004103184,0.133092508,0.201732486,0.155081525,37,3,城镇应届,河北,72.33333333,19.41666667,281.7691667,0.894174605,251.9508333,10.08333333,1.690743802,3.316333609,36,3.441782407,6.584108417,29.25,3.794814815,6.483674751,0,0,0,5.916666667,4.505633803,0,0,0,0,7.166666667,58,1.9725,0.066666667,0.866666667,0.066666667,2131203017,2131203017
2,33,3,0,-0.057264164,0.117451787,-0.636908472,0.450697809,-0.380446732,-0.140039712,1.09712851,0.241852671,-0.699103773,0.606938481,0.01730709,0.693847299,-0.027916243,-0.105619833,0.048081525,0.159293905,1.033257723,0.168003455,0.11948058,0.166466892,2,2,城镇应届,云南,79.33333333,19.91666667,479.5391667,0.723088312,346.7491667,7.833333333,2.938510638,4.616956898,32.16666667,4.840751295,7.929335278,36.16666667,4.645714286,8.631920158,0,0,0,13.83333333,9.324698795,0,0,0,0,11.16666667,61,1.672,0.066666667,0.866666667,0.066666667,0,0
2,66,3,1,0.44811669,-0.067694157,0.419145554,0.525423765,-0.112082258,0.088511169,0.607762218,0.299955398,-0.553733647,0.07166788,-0.129487023,0.976720393,-0.342976213,0.389403582,0.030177806,0.63034749,0.417616129,-0.303842932,0.025627958,0.08621262,29,10,城镇应届,湖南,80.75,13.75,202.9566667,0.991705947,201.2733333,5,3.860833333,8.549160311,14.83333333,6.286629213,11.54324507,14.16666667,6.230647059,15.95200254,0,0,0,0.333333333,5.05,0,0,0,0,0,50,2.1115,0.041666667,0.541666667,0.166666667,2131302001,2131302001
2,66,3,1,0.501578152,-0.093301095,0.385627925,0.457211137,-0.077946693,0.141115814,0.686155021,0.309449136,-0.665510118,-0.029623104,-0.153637186,0.949969649,-0.258577108,0.336724252,0.085324101,0.537992656,0.481224477,-0.219902873,-0.007229885,0.111493975,24,4,城镇应届,陕西,91.5,7.333333333,85.88833333,0.947354123,81.36666667,6.916666667,2.74939759,7.236676462,4.25,8.015686275,13.30094902,4.25,6.654901961,17.04812549,0,0,0,0.25,6.133333333,0,0,0,0,3.916666667,45,1.8874,0.041666667,0.541666667,0.166666667,0,0
2,66,3,1,0.382874668,-0.039393123,0.517110944,0.526913822,-0.066196978,0.103290766,0.658177137,0.273362398,-0.592112005,0.028254131,-0.247098625,0.938298166,-0.438407063,0.45891723,0.099547677,0.559215307,0.354658514,-0.372748315,0.003972934,0.122333519,92,2,城镇应届,湖南,72.5,14.16666667,172.02,0.947709569,163.025,9.5,2.573684211,1.764788076,12.66666667,6.430263158,9.650468804,8.25,6.924242424,12.86512059,0,0,0,0.333333333,8.15,0,0,0,0,8.333333333,45,2.1115,0.041666667,0.541666667,0.166666667,0,0
2,66,3,1,0.336612105,-0.023644272,0.396723092,0.470437199,-0.113490775,0.186395958,0.681316078,0.300234437,-0.714460671,-0.064017884,-0.260010898,0.974020481,-0.357588291,0.409243435,0.049999975,0.468426853,0.480703592,-0.242532521,0.029694963,0.129608989,68,4,城镇应届,浙江,83,5.583333333,54.43,0.95434503,51.945,2.5,3.423333333,4.669436782,4.833333333,5.498275862,9.747540835,2.666666667,6.304375,11.84977379,0,0,0,0.083333333,11.5,0,0,0,0,2.166666667,37,3.8529,0.041666667,0.541666667,0.166666667,0,0
2,66,3,1,0.460911125,-0.039339226,0.348103642,0.514730036,-0.130810022,0.130015984,0.609002888,0.308901221,-0.689574897,0.056527503,-0.157339022,0.967730165,-0.366455942,0.384884208,0.004524113,0.525214195,0.411364168,-0.208444342,0.052842163,0.101739921,99,1,城镇应届,陕西,84.2,19.08333333,248.4,0.955958132,237.46,20.66666667,2.366935484,1.676068304,19.33333333,5.395258621,5.961665734,15.66666667,5.376702128,5.53629067,0,0,0,1.166666667,5.142857143,0,0,0,0,8.583333333,47,1.8874,0.041666667,0.541666667,0.166666667,2131302005,0
2,66,3,1,0.422548473,-0.038300198,0.294891357,0.560976386,-0.13342528,0.122858405,0.476321489,0.249125376,-0.800952554,0.057891365,-0.071052365,1.013514996,-0.212193057,0.313617229,0.022883512,0.646482289,0.405664921,-0.180954218,0.11066176,0.063458204,58,3,城镇应届,陕西,73.5,9.75,93.185,0.939421581,87.54,3.333333333,2.59,4.255282051,8.083333333,5.155670103,3.921660223,7.5,4.964222222,5.929181973,0,0,0,1,5.598333333,0,0,0,0,0.083333333,40,1.8874,0.041666667,0.541666667,0.166666667,2131302006,2131302006
0,66,3,1,0.413069367,-0.093525134,0.471693426,0.43247211,-0.137966216,0.198892206,0.604946256,0.340668142,-0.670159996,-0.062619515,-0.193055049,0.999434054,-0.274029583,0.302555829,0.040623344,0.570729554,0.373088956,-0.395399809,0.044104826,0.076081112,10,1,城镇应届,安徽,76.6,10.83333333,124.925,0.885184444,110.5816667,3.75,3.957777778,10.19613131,11.66666667,5.837,12.58232475,5.333333333,5.1828125,11.64335069,0,0,0,0.75,15.32222222,0,0,0,0,10.33333333,47,1.9998,0.041666667,0.541666667,0.166666667,2131302007,0
0,66,3,1,0.301086992,0.094053268,0.341623724,0.517261446,0.026841097,0.220333666,0.630173326,0.316719681,-0.759946823,-0.015420496,-0.252306789,1.031160355,-0.363731802,0.454068214,0.095027216,0.368801534,0.441750735,-0.265176803,0.052093957,0.156447455,90,0,城镇应届,陕西,67.25,11.25,129.8758333,0.920783312,119.5875,4.583333333,3.465454545,4.716006734,11.66666667,6.745357143,21.71708261,5.083333333,4.919672131,12.27860656,0,0,0,0.166666667,21.65,0,0,0,0,10.16666667,43,1.8874,0.041666667,0.541666667,0.166666667,2131302008,0
0,66,3,1,0.506032646,-0.047614425,0.243552729,0.499986202,-0.161753699,0.248648629,0.37315625,0.352101415,-0.77083987,0.106389739,0.031443678,0.929959774,-0.253872484,0.255952716,0.004774835,0.798723578,0.297318637,-0.368051797,0.158032149,-0.133171275,53,1,城镇应届,陕西,84.25,13.33333333,142.0591667,0.872670425,123.9708333,9.166666667,2.354545455,2.123603003,9.166666667,5.371272727,6.288965338,10.25,5.185447154,6.678515167,0,0,0,1.583333333,8.957894737,0,0,0,0,6.083333333,54,1.8874,0.041666667,0.541666667,0.166666667,2131302009,0
3,66,3,1,0.364601851,-0.084833898,0.340910584,0.585200787,-0.019521194,0.093846932,0.628125608,0.276768744,-0.700919867,0.066284843,-0.258952141,1.009955883,-0.345274657,0.368755847,-0.025608251,0.475549877,0.440924317,-0.284921676,0.001952885,0.112857118,49,5,城镇往届,陕西,80.75,7.333333333,68.65833333,0.825585629,56.68333333,3.75,2.724444444,2.189616162,9,5.024074074,8.44726549,0.583333333,2.142857143,0.80952381,0,0,0,1.5,7.983333333,0,0,0,0,0,41,1.8874,0.041666667,0.541666667,0.166666667,2131302010,0
2,66,3,1,0.448335022,-0.07990431,0.406366557,0.555203676,-0.078815244,0.140475616,0.593942344,0.152440116,-0.797651529,0.11465241,-0.176289454,0.92642647,-0.44580248,0.415416151,0.188459545,0.516838372,0.330862492,-0.200524554,0.05650853,0.104769699,1,1,城镇应届,陕西,83.25,8.166666667,118.4941667,0.941797416,111.5975,9.333333333,2.108035714,3.329214125,9.5,5.536140351,13.46969117,7.333333333,5.328977273,14.00630584,0.166666667,1.5,0.5,0.583333333,10.71428571,0,0,0,0,1.416666667,50,1.8874,0.041666667,0.541666667,0.166666667,2131302011,0
2,66,3,1,0.433667183,-0.095707767,0.383186013,0.523153186,-0.091443017,0.09635713,0.627806842,0.251660943,-0.621786714,-0.014408834,-0.154382437,1.033421278,-0.31749323,0.318592966,0.068702221,0.526847422,0.449125588,-0.278749079,0.040699922,0.075325094,97,8,农村应届,湖南,73,14.91666667,164.0991667,0.995510845,163.3625,11.25,2.008888889,2.328875622,14.66666667,5.718465909,5.978157062,9.583333333,5.936521739,6.399531655,0,0,0,0.333333333,1.425,0,0,0,0,0.583333333,54,2.1115,0.041666667,0.541666667,0.166666667,2131302012,2131302012
3,66,3,1,0.49636817,-0.155297741,0.340177059,0.543139338,-0.038385089,0.13751635,0.619273961,0.168289989,-0.768733144,-0.013525929,-0.1436719,0.988368034,-0.324675024,0.252059102,0.12775214,0.510483861,0.459831417,-0.122281298,0.015356448,0.090660043,26,4,城镇应届,陕西,88,11.66666667,154.4033333,0.962123011,148.555,9.5,2.235263158,2.723117187,11.66666667,6.223857143,16.68598502,10.08333333,5.384297521,11.89130304,0.083333333,5,0,0.583333333,6.028571429,0,0,0,0,5.5,50,1.8874,0.041666667,0.541666667,0.166666667,0,0
3,66,3,1,0.400252879,-0.051921885,0.267967492,0.543823838,-0.12058413,0.101026684,0.645161211,0.3635602,-0.7916255,0.054655418,-0.208126485,0.940652549,-0.344984978,0.413740546,-0.114389785,0.47124508,0.433829665,-0.242867306,0.092491329,0.050400317,37,1,城镇应届,北京,85.6,15.58333333,294.04,0.923468462,271.5366667,23.58333333,2.523710247,1.664670228,19.25,6.423376623,7.222038114,16.25,5.438102564,7.027473185,0,0,0,1.5,10.86111111,0,0,0,0,9.833333333,47,5.253,0.041666667,0.541666667,0.166666667,0,0
2,66,11,1,0.440771937,-0.076486371,0.352094084,0.498911828,-0.119185403,0.119076043,0.630881906,0.314647764,-0.681538761,0.044852685,-0.138086259,0.955148697,-0.309779555,0.39042598,0.028021675,0.576443017,0.436502188,-0.209534302,0.039772488,0.076177679,43,7,城镇应届,湖南,93,16.16666667,244.225,0.847753097,207.0425,14.66666667,2.840909091,1.892831169,15.75,5.62005291,7.222735635,13.41666667,5.728695652,9.105102663,0,0,0,4,7.774375,0,0,0,0,8.75,47,2.1115,0.041666667,0.541666667,0.166666667,2131302015,0
2,66,3,1,0.449828982,-0.067454055,0.419951499,0.52444464,-0.112549596,0.088657901,0.607510269,0.300127506,-0.552395821,0.07282225,-0.128584176,0.97670114,-0.343736947,0.389770359,0.031717658,0.630668163,0.417184979,-0.30451411,0.025175482,0.086288728,24,6,城镇应届,陕西,84.25,12.41666667,148.5366667,0.953905882,141.69,11.83333333,2.578802817,3.931051748,12.41666667,5.681275168,7.427488228,8.75,4.557904762,8.780791722,0.166666667,2,0,0.416666667,8.4,0,0,0,0,5.083333333,63,1.8874,0.041666667,0.541666667,0.166666667,0,0
2,66,3,1,0.41666162,-0.066350296,0.372068167,0.529397666,-0.096090987,0.084788553,0.593546748,0.293777704,-0.657397509,0.016386008,-0.128531933,0.998241544,-0.298709005,0.349788338,0.021207439,0.60132879,0.426045984,-0.237241343,0.067511931,0.086053744,7,2,城镇应届,陕西,89.2,5.666666667,125.9666667,0.986239746,124.2333333,9.916666667,2.230252101,3.321449936,17.41666667,5.098086124,25.08865017,2.916666667,3.825714286,7.678436975,1.083333333,2,0,0.166666667,10.4,0,0,0,0,0,65,1.8874,0.041666667,0.541666667,0.166666667,0,0
1,66,3,0,0.400467753,-0.076010123,0.386242718,0.530945301,-0.089263536,0.084420979,0.61585027,0.304726571,-0.612228274,0.006705281,-0.151583672,0.98482728,-0.326750189,0.358915865,0.002395639,0.615744054,0.410532594,-0.26722616,0.047016814,0.08001586,2,0,未知,未知,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.541666667,0.166666667,0,0
0,66,3,0,0.373865724,0.094500281,0.350921303,0.534446955,-0.147874802,0.020139461,0.443965495,0.440122515,-0.769581854,0.241975978,-0.045014273,1.028816462,-0.106530569,0.385837317,0.058367666,0.640747309,0.464879125,-0.170480847,0.177894354,-0.02093596,10,0,城镇应届,陕西,61.875,6.833333333,95.45,0.976689366,93.225,4.166666667,3.78,9.015510204,7.916666667,6.317894737,37.64829339,4.833333333,5.681034483,8.663318209,0,0,0,0.333333333,6.675,0,0,0,0,0,39,1.8874,0.041666667,0.541666667,0.166666667,0,0
2,66,3,0,0.360444844,-0.091145001,0.312209725,0.496756852,-0.064432964,0.134026915,0.621637583,0.291239858,-0.662895203,-0.010304838,-0.192688584,1.014690876,-0.387545526,0.32443589,0.074122272,0.532195687,0.497040182,-0.203893006,0.021534581,0.106970146,12,2,城镇应届,陕西,71.2,6.25,62.68666667,1,62.68666667,1.333333333,3.775,5.839333333,6.833333333,5.774878049,14.97288702,3.166666667,5.744736842,20.32578236,0,0,0,0,0,0,0,0,0,0,34,1.8874,0.041666667,0.541666667,0.166666667,0,0
3,70,3,0,0.606870592,0.223336428,0.568963289,0.236835212,0.218761653,0.13457942,0.754045486,0.388859898,-0.638961911,-0.408305466,0.272749871,0.884204149,-0.152706102,-0.022496989,-0.018124938,0.705806732,0.336154521,-0.423565716,0.328678846,-0.142475098,23,0,城镇往届,安徽,76.6,0.5,10.05416667,0.714048902,7.179166667,0,0,0,0.666666667,7.6875,18.28125,0.333333333,6.1625,10.77229167,0,0,0,0.166666667,17.25,0,0,0,0,0,9,1.9998,0.072463768,0.376811594,0.31884058,0,0
0,66,1,0,0.422900677,-0.13411814,0.400414556,0.485739797,-0.088710882,0.12265417,0.572812557,0.323216885,-0.598911524,0.015256801,-0.151776835,1.010186672,-0.34397465,0.2683855,0.067203075,0.618467808,0.411204845,-0.317395478,0.025719393,0.055358164,0,0,城镇应届,湖北,65.46666667,1.416666667,12.80833333,1,12.80833333,0.916666667,2.9,4.402,2.333333333,4.35,12.09222222,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.1787,0.041666667,0.541666667,0.166666667,0,0
0,66,3,0,0.431566,-0.020451974,0.382816881,0.551090956,-0.108378813,0.098719232,0.562250972,0.305765688,-0.663712025,0.040496577,-0.152486503,0.99030143,-0.372307003,0.356675148,-0.007642699,0.536376953,0.398803324,-0.23505649,0.065945774,0.102034435,10,0,农村应届,陕西,65.16666667,15.58333333,205.4016667,0.9875853,202.8516667,6,2.063888889,2.342057903,23.33333333,4.187142857,8.090013313,23.83333333,3.892377622,10.03589257,0,0,0,0,0,0,0,0,0,4.5,48,1.8874,0.041666667,0.541666667,0.166666667,2131302023,0
2,66,3,0,0.523440957,-0.038668342,0.359920472,0.408534348,-0.192481235,0.216270313,0.459020078,0.373519331,-0.624608099,0.051300712,-0.050018173,0.968439698,-0.539638102,0.232550025,0.032239269,0.627310932,0.418670058,-0.349488139,0.026819909,0.082293496,51,4,农村应届,湖北,84.5,19.25,237.2608333,0.974570884,231.2275,13,2.181410256,1.928877998,20.25,5.032716049,4.401456229,25.66666667,3.933376623,6.080619832,0,0,0,1,5.925,0,0,0,0,0.166666667,60,2.1787,0.041666667,0.541666667,0.166666667,2131302024,2131302024
1,86,21,1,0.38495338,0.458389848,0.512912333,0.371165216,-0.0812876,0.505618393,0.655189991,-0.012222384,-0.780049384,0.580443323,0.169071093,0.3131302,-0.403241396,-0.353778005,-0.148800626,0.310966283,0.6747666,-0.581945479,-0.05249586,0.387207329,0,5,农村应届,西藏,58.25,15.58333333,173.96,0.879225109,152.95,13.66666667,1.56402439,1.339495361,14.33333333,5.843023256,4.857670339,9,5.313888889,5.337281931,0,0,0,1.416666667,10.35882353,0,0,0,0,11.5,48,1.3639,0.461538462,0.384615385,0.076923077,0,2131401001
2,86,3,1,0.418446004,0.470550448,0.481311738,0.293936998,-0.157348841,0.468477637,0.623583257,-0.031731382,-0.797020376,0.520514607,0.21840626,0.377186805,-0.532507896,-0.295510948,-0.005048327,0.223047048,0.79696399,-0.551980197,0.046878669,0.398308426,0,8,农村应届,陕西,80.75,3.833333333,39.29333333,0.707923312,27.81666667,0.25,2.666666667,1.333333333,2.333333333,6.607142857,10.24291005,1.5,7.822222222,19.80418301,0,0,0,1.416666667,7.347058824,0,0,0,0,2.5,22,1.8874,0.461538462,0.384615385,0.076923077,0,2131401002
1,86,21,1,0.394502193,0.450080961,0.514859021,0.373777002,-0.068722486,0.508476377,0.656834126,-0.020252379,-0.787404239,0.575744092,0.1616963,0.311564356,-0.401453257,-0.34438172,-0.154643804,0.328572333,0.666494906,-0.572692394,-0.047920842,0.379630089,6,5,农村应届,西藏,57.5,16.5,190.7291667,0.901693064,171.9791667,21.41666667,1.601750973,1.238131688,15.58333333,5.961497326,7.370660112,8.583333333,5.216504854,5.18590139,0,0,0,1.333333333,9.825,0,0,0,0,15.08333333,41,1.3639,0.461538462,0.384615385,0.076923077,0,2131401003
2,59,3,1,0.369063169,0.452179879,0.435951322,0.247442052,-0.128779054,0.50066328,0.665428281,-0.140882045,-0.810164928,0.634065628,0.281749159,0.308330446,-0.261047274,-0.303373396,-0.017431526,0.466077715,0.784521997,-0.600098073,0.049703956,0.289009124,4,10,农村应届,浙江,83.5,11.16666667,146.2608333,0.768689499,112.4291667,3.583333333,2.665116279,3.224230343,13.66666667,5.270426829,8.662939081,6.666666667,4.6275,8.78885443,0,0,0,2.25,14.6962963,0,0,0,0,1.333333333,62,3.8529,0.375,0.3125,0.1875,0,2131401004
0,59,3,1,0.386813998,0.434676409,0.557523727,0.378470033,-0.085119411,0.396770447,0.579562306,-0.048946053,-0.767866969,0.594447136,0.245608971,0.378543079,-0.359060973,-0.356487781,-0.061372112,0.382739991,0.745103598,-0.547182977,0.023094006,0.355219215,0,2,农村应届,山东,80.5,12.08333333,126.4291667,0.820360544,103.7175,6.75,1.97037037,3.123861111,10.08333333,4.499173554,4.465379311,10.66666667,4.170390625,5.620262051,0.25,2.266666667,5.613333333,3.166666667,5.455263158,0,0,0,0,8.833333333,53,2.4685,0.375,0.3125,0.1875,2131401005,0
2,70,3,1,0.256304115,0.492274761,0.103947669,0.348790556,-0.122411378,0.383368641,0.898780763,0.213780001,-0.766398013,0.019722603,0.497897804,0.512204885,0.065622911,-0.460229874,0.001129803,0.338876158,0.308424383,-0.472947299,0.38972044,0.131379768,98,3,城镇应届,陕西,88.66666667,0.75,8.056666667,0.932974762,7.516666667,0,0,0,1.166666667,5.192857143,8.49456044,0.25,5.833333333,5.083333333,0,0,0,0.166666667,3.24,0,0,0,0,0,13,1.8874,0.072463768,0.376811594,0.31884058,0,0
3,44,3,1,0.189925939,0.586230576,0.317587078,0.349546075,-0.476812005,0.123392314,0.758009434,0.114483662,-0.354327232,0.422602504,-0.192276865,0.536690474,0.055505097,-0.436201721,0.707875133,0.582173705,0.46162352,-0.044954143,0.195499271,0.430875391,11,0,城镇应届,北京,84.2,7.833333333,55.87666667,0.67076299,37.48,0.833333333,4.66,57.05155556,2.75,6.265454545,21.86500682,2.833333333,5.776470588,16.40064171,0,0,0,1,5.708333333,0,0,0,0,22.66666667,33,5.253,0.260869565,0.304347826,0.260869565,0,0
2,59,3,1,0.371453017,0.442056686,0.561976969,0.368918866,-0.066418417,0.394864529,0.570173681,-0.068484835,-0.764137328,0.581158638,0.19239223,0.410543233,-0.407209188,-0.371470541,-0.086096749,0.368948996,0.772106171,-0.546623111,0.032339655,0.391174316,1,8,城镇应届,新疆,80.25,12.58333333,131.2233333,0.678296543,89.00833333,25.16666667,1.878476821,1.753189699,5.333333333,5.2453125,14.70188244,3.25,4.233333333,9.312807018,0,0,0,3.333333333,8.79,0,0,0,0,26.08333333,51,1.8355,0.375,0.3125,0.1875,0,2131401008
2,59,3,1,0.486361116,0.408722907,0.64964205,0.404804796,-0.012301317,0.386539489,0.625194013,-0.050786018,-0.718609333,0.578804195,0.159138903,0.317320496,-0.431045771,-0.278923064,-0.084576882,0.447773218,0.711280406,-0.576456606,-0.050968032,0.397448123,47,6,农村往届,甘肃,73.6,17.5,280.0458333,0.895302852,250.7258333,0.833333333,1.948,0.866151111,28,4.55,9.309791045,25.91666667,4.695916399,18.15135392,0,0,0,3.75,6.862666667,0,0,0,0,7.25,61,1.467,0.375,0.3125,0.1875,2131401009,2131401009
2,59,3,1,0.394696295,0.428262591,0.606947005,0.372019261,-0.037343387,0.438153058,0.566809535,-0.06214894,-0.740358055,0.581406057,0.198919088,0.402801603,-0.394615024,-0.353952467,-0.101448275,0.411728323,0.74693805,-0.552495122,-0.026361335,0.389762044,12,7,城镇应届,陕西,86,5.083333333,61.94166667,0.893044531,55.31666667,0.666666667,2.9,4.708571429,3.583333333,6.690697674,4.51372093,4.333333333,6.786538462,24.50354072,0,0,0,0.333333333,15.925,0,0,0,0,2,35,1.8874,0.375,0.3125,0.1875,0,0
2,86,3,1,0.308257699,0.512040973,0.57332927,0.327560037,-0.120125927,0.425802797,0.526919305,-0.042478524,-0.818140566,0.504313767,0.222395897,0.514406741,-0.401506066,-0.311881185,-0.109243535,0.245216534,0.815872014,-0.581824362,0.062589087,0.459653616,12,9,城镇应届,河南,83.66666667,9.25,85.72833333,0.80253514,68.8,5.416666667,1.387692308,1.105471154,9.75,4.902564103,6.931114058,3.166666667,4.152631579,7.688506401,0.166666667,2,2,3.75,3.866666667,0,0,0,0,4.5,55,1.8443,0.461538462,0.384615385,0.076923077,2131401011,2131401011
2,86,3,1,0.458408415,0.503523827,0.502722859,0.333342701,-0.175363481,0.434969157,0.524471283,-0.070373639,-0.922226787,0.54940182,0.220777497,0.352937251,-0.291087478,-0.321112871,-0.064593814,0.391644895,0.766137302,-0.59096396,0.02459171,0.279626548,31,9,农村应届,云南,81.33333333,17.58333333,247.2116667,0.897274266,221.8166667,3.416666667,2.170731707,4.291121951,21.58333333,5.840926641,8.223512316,21.58333333,4.084942085,9.085082458,0.083333333,2,0,2,12.67083333,0,0,0,0,0.083333333,62,1.672,0.461538462,0.384615385,0.076923077,0,2131401012
0,59,3,1,0.392711878,0.41290012,0.613382459,0.281785637,-0.117538199,0.440372318,0.620319128,-0.068844728,-0.720313489,0.575898588,0.133223012,0.362145603,-0.373937339,-0.320553571,-0.093834877,0.431287378,0.79271543,-0.602324963,-0.004245455,0.374689698,2,1,城镇应届,河南,73.66666667,12.66666667,220.1483333,0.380387466,83.74166667,0.916666667,2.045454545,0.622727273,7.916666667,6.213684211,21.68183203,6.666666667,4.90125,8.060378165,0,0,0,11.33333333,11.69558824,0,0,0,0,7.833333333,38,1.8443,0.375,0.3125,0.1875,0,0
2,86,3,1,0.376178354,0.456312269,0.549942493,0.379393727,-0.055120658,0.467278391,0.575410306,-0.050661981,-0.751091838,0.578067183,0.192136571,0.404668123,-0.408755094,-0.363363743,-0.129558414,0.362429976,0.744496822,-0.583104491,-0.021813843,0.382160068,5,4,城镇应届,北京,77.25,8,44.43166667,0.308113583,13.69,1.25,3.385333333,7.620655238,1.833333333,4.795454545,11.8328355,0.083333333,8,0,0,0,0,1.583333333,13.04210526,0,0,0,0,16.75,23,5.253,0.461538462,0.384615385,0.076923077,0,0
2,58,3,1,0.77332443,0.522454917,-0.42181462,0.148070529,-0.33180654,0.071004137,0.790277064,0.00255327,-0.700851977,0.189115226,0.19729507,0.214770749,-0.469663054,-0.530697346,0.40508762,0.407529503,0.576525867,-0.267211825,0.037390489,0.304880559,24,3,城镇应届,广东,84.5,15.08333333,177.5141667,0.829628621,147.2708333,2.25,1.425925926,0.605071225,15.41666667,5.732972973,8.601787309,11.5,4.841666667,8.610759976,0,0,0,2.583333333,7.212903226,0,0,0,0,20.75,49,3.0296,0.217391304,0.487922705,0.1352657,0,0
1,59,9,1,0.453242719,0.499652863,0.541251421,0.287466198,-0.093133584,0.489741355,0.545651793,-0.065149665,-0.811564803,0.630058229,0.274505049,0.379133493,-0.21852605,-0.283807755,-0.074033,0.469785273,0.719531238,-0.577575386,-0.017181495,0.348528028,29,6,农村应届,宁夏,76.75,6.166666667,115.2225,0.804458041,92.69166667,1.083333333,2.384615385,0.71474359,4.25,6.235294118,6.513529412,9.5,6.695614035,15.06927263,0,0,0,2.083333333,10.61,0,0,0,0,0.916666667,25,1.8832,0.375,0.3125,0.1875,0,2131401016
3,59,3,1,0.342221081,0.458192468,0.691409945,0.366204798,-0.031548493,0.417081684,0.615619004,-0.048663083,-0.73212707,0.554811835,0.183059409,0.377457708,-0.343394458,-0.274048239,-0.119125575,0.457059145,0.75804764,-0.613802314,-0.046052918,0.370788127,7,2,城镇应届,广东,72.5,5.5,38.44,0.540626084,20.78166667,2.333333333,1.971428571,1.299153439,1.5,4.7,12.98470588,1.583333333,5.767368421,22.92227602,0,0,0,0.916666667,10.86363636,0,0,0,0,16,33,3.0296,0.375,0.3125,0.1875,2131401017,0
1,8,3,1,0.128577575,1.009891748,-0.101687625,0.348620743,-0.048224904,0.229475528,0.793766141,-0.16216211,-0.67966491,0.176622868,-0.182891145,0.367040396,-0.180614918,-0.491563559,0.349591285,0.17551291,0.653794408,-0.404588699,0.47488898,0.277009934,12,2,城镇应届,云南,82.5,9.166666667,54.69666667,0.692607715,37.88333333,0.5,0.75,0.103,3.833333333,5.902173913,11.24199517,2.916666667,5.102857143,8.624403361,0,0,0,1.166666667,8.911428571,0,0,0,0,9.833333333,42,1.672,0.133333333,0.4,0.466666667,0,0
2,86,3,1,0.437621444,0.514245391,0.486242115,0.302498519,-0.16278322,0.481413722,0.469458967,-0.156505629,-0.733023047,0.533260763,0.253901571,0.425213546,-0.397015512,-0.38026315,-0.073586822,0.457638353,0.84240973,-0.514564157,0.069588885,0.388251334,0,10,农村应届,浙江,85.75,7.666666667,121.9825,0.787988714,96.12083333,11.75,1.743262411,1.962043566,5.916666667,6.716901408,9.81428169,5.416666667,5.642307692,20.22447115,1.75,3.047619048,0.047619048,3.166666667,8,0,0,0,0,2.5,56,3.8529,0.461538462,0.384615385,0.076923077,2131401019,2131401019
